"Linguistic trait","LinguistictraitID","Linguistic components"
"Trjavna: 233","73308",""
"pàk","73307",""
"Trjavna: 232","73306",""
"prevəl’à","73305",""
"nàl’","73304",""
"Trjavna: 231","73303",""
"Trŭnčovica 2: 40","73302",""
"bulnàvə","73301",""
"uràj","73300",""
"Trŭnčovica 2: 39","73299",""
"mè̟n","73298",""
"ulòvete","73297",""
"upregnɨ̀","73296",""
"Trŭnčovica 2: 38","73295",""
"tritè","73294",""
"bɨ̀ulicə","73293",""
"wòla","73292",""
"prepr’àgə","73291",""
"dè̟kər","73289",""
"Trŭnčovica 2: 37","73290",""
"izurà","73288",""
"čiv’àkə","73287",""
"urà","73286",""
"gəlčɨ̀","73285",""
"Trŭnčovica 2: 36","73284",""
"umurɨ̀","73283",""
"se**","73282",""
"Trŭnčovica 2: 35","73281",""
"be","73280",""
"revɤ̀","73279",""
"Trŭnčovica 2: 34","73278",""
"drəntɤ̀","73277",""
"vərɨ̀š","73276",""
"žèncki","73274",""
"Trŭnčovica 2: 33","73275",""
"tigàn’ə","73273",""
"pikàjə","73272",""
"manɨ̀","73271",""
"Trŭnčovica 2: 32","73270",""
"dàj","73269",""
"Trŭnčovica 2: 31","73268",""
"prevè̟denə","73267",""
"/e/  > /u/","73266","Phonology →›Vowels →›Transformations of Specific Vowels →"
"nàvia","73265",""
"spèj","73263",""
"Trŭnčovica 2: 30","73264",""
"vəz","73262",""
"nè̟gu","73261",""
"mɨ̀lu","73260",""
"smen’ɤ̀","73258",""
"Trŭnčovica 2: 29","73259",""
"Trŭnčovica 2: 28","73257",""
"bùcɨ","73256",""
"təkvɨ̀s","73255",""
"sùvu","73254",""
"Trŭnčovica 2: 27","73253",""
"urè̟š","73252",""
"Trŭnčovica 2: 26","73250",""
"ufcè̟","73249",""
"stupànskite","73248",""
"ufčèrete","73246",""
"Trŭnčovica 2: 25","73247",""
"urè̟","73245",""
"Trŭnčovica 2: 24","73244",""
"Trŭnčovica 2: 23","73243",""
"dè̟","73242",""
"zəgòl’uvə","73241",""
"skòčiš","73239",""
"Trŭnčovica 2: 22","73240",""
"gàšti","73238",""
"preskàčəme","73237",""
"nəpredè","73236",""
"pòčvəm","73234",""
"Trŭnčovica 2: 21","73235",""
"prustrè̟m","73233",""
"sɤ̀dnali","73232",""
"kàk*","73231",""
"kədɨ̀t","73230",""
"Trjavna: 230","73229",""
"kòj","73228",""
"Trjavna: 229","73227",""
"kàzəə","73226",""
"Trjavna: 228","73225",""
"zavalì","73224",""
"izgur’à","73222",""
"Trjavna: 227","73223",""
"Trjavna: 226","73221",""
"gurištinɤ̀tə","73220",""
"pu*","73219",""
"svɤ̀ršiə","73217",""
"Trjavna: 225","73218",""
"cɤ̀fnət","73216",""
"lipìti","73215",""
"Trjavna: 224","73214",""
"Trjavna: 223","73213",""
"premìnəlu","73212",""
"zr’èi","73211",""
"z’èmi","73210",""
"Trjavna: 222","73209",""
"Trjavna: 221","73208",""
"primìnə","73207",""
"sùšətə","73206",""
"izgur’è","73205",""
"Trjavna: 220","73204",""
"Trjavna: 219","73203",""
"Trjavna: 218","73202",""
"Trjavna: 217","73201",""
"dubrò","73200",""
"xrənìtelnə","73198",""
"Trjavna: 216","73199",""
"Trjavna: 215","73197",""
"xrənìtelnu","73196",""
"šùmətə","73195",""
"Trjavna: 214","73194",""
"obìčat","73193",""
"Trjavna: 213","73192",""
"vərìm","73191",""
"càl","73190",""
"Trjavna: 212","73189",""
"Trjavna: 211","73188",""
"slitòbid","73187",""
"pùštəmi","73186",""
"Trjavna: 210","73185",""
"Trjavna: 209","73184",""
"m’èsic","73183",""
"čitvɤ̀rtijə","73182",""
"Trjavna: 208","73181",""
"Trjavna: 207","73180",""
"id’èš","73179",""
"miscè","73178",""
"kòli","73177",""
"səzdàdenu","73176",""
"Trjavna: 206","73175",""
"Trjavna: 205","73174",""
"ustàim","73173",""
"sìčkite","73172",""
"mòi","73171",""
"kòlite","73169",""
"Trjavna: 204","73170",""
"Trjavna: 203","73168",""
"utìdi","73167",""
"lìno","73166",""
"a","73165",""
"Trjavna: 202","73164",""
"Trjavna: 201","73163",""
"girdàn","73162",""
"čirv’èn","73161",""
"izpr’əd’è̝me","73160",""
"Trjavna: 200","73159",""
"Trjavna: 199","73158",""
"čirv’ènu","73157",""
"Trjavna: 198","73156",""
"milo","73155",""
"Trjavna: 197","73154",""
"Trŭnčovica 2: 20","73153",""
"ujdɨ̀svət","73152",""
"nè̟mə","73150",""
"Trŭnčovica 2: 19","73151",""
"mlədužè̟necɨ","73149",""
"zəglàždəme","73148",""
"zəbràždəme","73147",""
"Trŭnčovica 2: 18","73146",""
"umɤ̀","73145",""
"igràem","73144",""
"mumɨ̀četə","73142",""
"Trŭnčovica 2: 17","73143",""
"vɤ̀že","73141",""
"igràim","73140",""
"vɤ̀ržim’","73139",""
"Trŭnčovica 2: 16","73138",""
"lègnələ","73137",""
"belɨ̀zmə","73136",""
"svàt","73135",""
"Trŭnčovica 2: 15","73134",""
"zəkàrəme","73133",""
"Trŭnčovica 2: 14","73132",""
"izurànu","73131",""
"pàšištə","73130",""
"pulè̟tu","73129",""
"b’àgət","73128",""
"puštrəkl’àət","73126",""
"Trŭnčovica 2: 13","73127",""
"lòkvətə","73125",""
"ul’àət","73124",""
"bɨ̀ulete","73123",""
"vàrdej","73121",""
"Trŭnčovica 2: 12","73122",""
"wòlə","73120",""
"bɨ̀ulə","73119",""
"pàšə","73118",""
"n’àkəde","73117",""
"Trŭnčovica 2: 11","73116",""
"pusretè̟","73115",""
"vrème","73114",""
"vɨ̀dɨ","73113",""
"Trŭnčovica 2: 10","73112",""
"udmenì","73111",""
"čìči","73110",""
"strikà","73109",""
"Trŭnčovica 2: 9","73108",""
"təkvòz","73107",""
"dukàrəj","73106",""
"prɨberɨ̀","73105",""
"ulòvete","73104",""
"vrèmetu","73102",""
"Trŭnčovica 2: 8","73103",""
"vɨ̀diš","73101",""
"utɨ̀vəj","73100",""
"nà","73099",""
"sɨ̀nko","73098",""
"Trŭnčovica 2: 7","73097",""
"pàstruk","73096",""
"zəpòmnij","73095",""
"živèejme","73094",""
"Trŭnčovica 2: 6","73093",""
"dvàmə","73092",""
"vòdeə","73091",""
"puftòrnika","73090",""
"Trŭnčovica 2: 5","73089",""
"pedesè̟","73088",""
"ìməj","73087",""
"dè̟vet","73086",""
"stànəj","73085",""
"Trŭnčovica 2: 4","73084",""
"izràstej","73083",""
"mumčè̟tə","73082",""
"nè̟mə","73081",""
"mumčè̟tə","73080",""
"nè̟mət","73079",""
"če","73078",""
"prevè̟ždət","73076",""
"Trŭnčovica 2: 3","73077",""
"prinuždàvət","73075",""
"pulvɨ̀nə","73073",""
"Trŭnčovica 2: 2","73074",""
"bəštә̀","73072",""
"Trŭnčovica 2: 1","73071",""
"urɤ̀","73070",""
"udɨ̀lə","73069",""
"dičàtə","73068",""
"Trjavna: 196","73067",""
"Trjavna: 195","73066",""
"mumč’ènc’etu","73065",""
"Trjavna: 194","73064",""
"Trjavna: 193","73063",""
"b’èčku","73062",""
"Trjavna: 192","73061",""
"Trjavna: 191","73060",""
"b’èči","73059",""
"Trjavna: 190","73058",""
"Trjavna: 189","73057",""
"Trjavna: 188","73056",""
"Trjavna: 187","73055",""
"Trjavna: 186","73054",""
"xər’èsvə","73053",""
"Trjavna: 185","73052",""
"pràilə","73051",""
"nəsəbràlə","73050",""
"b’àx","73049",""
"Trjavna: 184","73048",""
"Trjavna: 183","73047",""
"Trjavna: 182","73046",""
"pric’èždət","73045",""
"pərcàlči","73044",""
"ml’èčnu","73043",""
"Trjavna: 181","73042",""
"Trjavna: 180","73041",""
"vɤ̀tri","73040",""
"sukàlči","73039",""
"àgənci","73038",""
"jèretu","73036",""
"Trjavna: 179","73037",""
"Trjavna: 178","73035",""
"jèrenci","73034",""
"zəkòl’ət","73033",""
"sìrišti","73032",""
"Trjavna: 177","73031",""
"Trjavna: 176","73030",""
"stàvəlu","73029",""
"pridì","73028",""
"Trjavna: 175","73027",""
"Trjavna: 174","73026",""
"stàvalo","73025",""
"isc’èždə","73023",""
"Trjavna: 173","73024",""
"sìpvəš","73022",""
"Trjavna: 172","73021",""
"Trjavna: 171","73020",""
"cidàči","73019",""
"t’inzùx","73018",""
"cedàka","73016",""
"Trjavna: 170","73017",""
"Trjavna: 169","73015",""
"Trjavna: 168","73014",""
"zgəst’àvə","73013",""
"Trjavna: 167","73012",""
"Trjavna: 166","73011",""
"Trjavna: 165","73010",""
"Trjavna: 164","73009",""
"Trjavna: 163","73008",""
"Trjavna: 162","73007",""
"slàgate̥","73006",""
"Trjavna: 161","73005",""
"Trjavna: 160","73004",""
"Trjavna: 159","73003",""
"poznàvat","73002",""
"Trjavna: 158","73001",""
"təkvòs","73000",""
"gòn’ə","72999",""
"Trjavna: 157","72998",""
"Trjavna: 156","72997",""
"òd’ə","72996",""
"pudìri","72995",""
"trɤ̀gvət","72994",""
"zəminàəmi","72993",""
"trɤ̀gvəme","72992",""
"Trjavna: 155","72991",""
"Trjavna: 154","72990",""
"vidnàgə","72989",""
"izvìkəm","72988",""
"trɤ̀gvəmi","72986",""
"Trjavna: 153","72987",""
"ričèm","72985",""
"Trjavna: 152","72984",""
"poznàvat","72983",""
"Trjavna: 151","72982",""
"pəsì","72979",""
"pəsì*","72980",""
"pasì","72981",""
"martìnče","72978",""
"Trjavna: 150","72977",""
"izvìkəmi","72976",""
"nòsim","72975",""
"nən’àkədi","72973",""
"Trjavna: 149","72974",""
"ut’à","72972",""
"càrevičkətə","72971",""
"Trjavna: 148","72970",""
"Trjavna: 147","72969",""
"Trjavna: 146","72968",""
"Trjavna: 145","72967",""
"martìno","72966",""
"ìmito","72964",""
"Trjavna: 144","72965",""
"Trjavna: 143","72963",""
"ùmni","72962",""
"Trjavna: 142","72961",""
"Trjavna: 141","72960",""
"razbìrat","72959",""
"Trjavna: 140","72958",""
"ispupàsuə","72957",""
"Trjavna: 139","72956",""
"Trjavna: 138","72955",""
"Trjavna: 137","72954",""
"upàsi","72953",""
"ìmi","72952",""
"kapìni","72950",""
"Trjavna: 136","72951",""
"natàm","72949",""
"Trjavna: 135","72948",""
"Trjavna: 134","72947",""
"tr’evìti","72946",""
"utvərd’àvə","72945",""
"Trjavna: 133","72944",""
"xràniš","72943",""
"hrənɤ̀tə","72941",""
"Trjavna: 132","72942",""
"nəməl’àvə","72940",""
"Trjavna: 131","72939",""
"Trjavna: 130","72938",""
"màslenu","72937",""
"pò","72936",""
"Trjavna: 129","72935",""
"Trjavna: 128","72934",""
"màznu","72933",""
"Trjavna: 127","72932",""
"Trjavna: 126","72931",""
"rèdičko","72930",""
"kòzeto","72929",""
"r’èdičku","72927",""
"Trjavna: 125","72928",""
"Trjavna: 124","72926",""
"səm","72925",""
"nəkəd’è","72924",""
"pràilə","72923",""
"dn’èskə","72922",""
"kràvitu","72920",""
"Trjavna: 123","72921",""
"òfčitu","72919",""
"kàktu","72918",""
"Trjavna: 122","72917",""
"spulučlìvu","72916",""
"Trjavna: 121","72915",""
"kòzitu","72914",""
"kəškəvàl","72913",""
"Trjavna: 120","72912",""
"kaškavàl","72911",""
"Trjavna: 119","72910",""
"izl’èzi","72909",""
"Trjavna: 118","72908",""
"dumàtenci","72907",""
"u.dumà","72905",""
"Trjavna: 117","72906",""
"Trjavna: 116","72904",""
"Trjavna: 115","72903",""
"jəd’è","72902",""
"pùvičitu","72901",""
"Trjavna: 114","72900",""
"vkùs","72899",""
"usul’àvəmi","72897",""
"Trjavna: 113","72898",""
"prisnusòlnu","72896",""
"usul’àvəm","72894",""
"Trjavna: 112","72895",""
"Trjavna: 111","72893",""
"gul’àmətə","72892",""
"mòjət","72891",""
"sìrinci","72889",""
"Trjavna: 110","72890",""
"stàvə","72888",""
"Trjavna: 109","72887",""
"Trjavna: 108","72886",""
"cedàk","72885",""
"Trjavna: 107","72884",""
"t’enzùx","72883",""
"sìrini","72881",""
"Trjavna: 106","72882",""
"stàvə","72880",""
"prec’èždə","72879",""
"Trjavna: 105","72878",""
"cidàk","72877",""
"prec’èždəmi","72875",""
"Trjavna: 104","72876",""
"Trjavna: 103","72874",""
"sìrincitu","72873",""
"Trjavna: 102","72872",""
"t’èndžərə","72871",""
"məìčkə","72870",""
"зидария","72869",""
"uc’èdim","72867",""
"Trjavna: 101","72868",""
"Trjavna: 100","72866",""
"sìrinitu","72865",""
"Trjavna: 99","72864",""
"pràit’e","72863",""
"Trjavna: 98","72862",""
"Trjavna: 97","72861",""
"kəžì","72860",""
"Trjavna: 96","72859",""
"кръстец","72858",""
"Vŭglarevo d","72857",""
"Vŭglarevo c","72856",""
"Vŭglarevo a","72855",""
"Stalevo 1: 175","72854",""
"tkàjə","72853",""
"pònnuški","72852",""
"nàjə","72851",""
"lìtoto","72849",""
"Stalevo 1: 174","72850",""
"Stalevo 1: 173","72848",""
"dɨ̀m’etnu","72847",""
"sm’ɛ̀n’əš","72846",""
"pòdnuški","72845",""
"pod","72844",""
"pòdnožki","72842",""
"Stalevo 1: 172","72843",""
"Stalevo 1: 171","72841",""
"nɨ̀ti","72840",""
"č’è̝ter","72839",""
"č’è̝t’er’","72838",""
"dɨ̀m’ətnu","72837",""
"Stalevo 1: 170","72836",""
"Stalevo 1: 169","72835",""
"nətìsniš","72834",""
"Stalevo 1: 168","72833",""
"Stalevo 1: 167","72832",""
"utòri","72831",""
"nətìsneš","72830",""
"Stalevo 1: 166","72829",""
"Stalevo 1: 165","72828",""
"vʌ̀rzəni","72827",""
"udòlu","72826",""
"pòdnuški̥","72825",""
"pò","72824",""
"Stalevo 1: 164","72823",""
"smènjaxa","72822",""
"tkàiš","72821",""
"Stalevo 1: 163","72820",""
"Stalevo 1: 162","72819",""
"zʌ̀pcit’ȅ","72818",""
"prem’ɛ̀stiš","72817",""
"tòlku","72816",""
"Stalevo 1: 161","72815",""
"Stalevo 1: 160","72814",""
"b’èz","72813",""
"strušì̥","72812",""
"ràs","72810",""
"Stalevo 1: 159","72811",""
"ənvà","72809",""
"Stalevo 1: 158","72808",""
"zɤ̀pci","72807",""
"zʌ̀pci","72805",""
"Stalevo 1: 157","72806",""
"Stalevo 1: 156","72804",""
"zɤ̀bci","72803",""
"platɤ̀","72801",""
"Stalevo 1: 155","72802",""
"Stalevo 1: 154","72800",""
"kàzvəhə","72799",""
"krosnòtu","72797",""
"Stalevo 1: 153","72798",""
"raspɤ̀vəhə","72795",""
"znàm","72796",""
"metàlni","72794",""
"c’àloto","72793",""
"òdihme","72792",""
"ùbəu","72791",""
"rəzdilìm","72790",""
"nìi","72789",""
"sàmu","72788",""
"mɤžɤ̀","72787",""
"gurìti","72785",""
"Trjavna: 95","72786",""
"ìz","72784",""
"glùpəvə","72783",""
"kəd","72782",""
"òd’ə","72781",""
"xìl’ədi","72780",""
"Trjavna: 94","72779",""
"p’ènsijə","72778",""
"bàbe","72777",""
"Trjavna: 93","72776",""
"fsìčko","72775",""
"Trjavna: 92","72774",""
"Trjavna: 91","72773",""
"Trjavna: 90","72772",""
"ìməmi","72771",""
"Trjavna: 89","72770",""
"kvàsenu","72769",""
"kvàsim","72767",""
"Trjavna: 88","72768",""
"Trjavna: 87","72766",""
"sìreni","72765",""
"Trjavna: 86","72764",""
"Trjavna: 85","72763",""
"čèrnətə","72762",""
"šàrenətə","72761",""
"izdoìte","72759",""
"Trjavna: 84","72760",""
"Trjavna: 83","72758",""
"vəlentìna","72757",""
"tɤ̀jz","72756",""
"Trjavna: 82","72755",""
"Trjavna: 81","72754",""
"turbɤ̀","72753",""
"žɤ̀l’tətə","72752",""
"tùj","72751",""
"izl’èvət","72749",""
"Markovo: 208","72750",""
"Markovo: 207","72748",""
"nəm’èrət","72747",""
"Markovo: 206","72746",""
"kàzvaa","72745",""
"Markovo: 205","72744",""
"Markovo: 204","72743",""
"Markovo: 203","72742",""
"Markovo: 202","72741",""
"pròdan","72740",""
"n’àmam","72739",""
"n’àkoj","72738",""
"Markovo: 201","72737",""
"Markovo: 200","72736",""
"Markovo: 199","72735",""
"Markovo: 198","72734",""
"Markovo: 197","72733",""
"pəzərùvaa","72732",""
"kək","72731",""
"dubì’təkə","72730",""
"Markovo: 196","72729",""
"tòlku̥s","72728",""
"Markovo: 195","72727",""
"tìe*","72726",""
"Markovo: 194","72725",""
"Markovo: 193","72724",""
"pəzər’ɤ̀t","72723",""
"svikɤ̀rvə","72721",""
"Markovo: 192","72722",""
"mɤl’čɤ̀t","72720",""
"odgovàrjət","72719",""
"Markovo: 191","72718",""
"Markovo: 190","72717",""
"Markovo: 189","72716",""
"Markovo: 188","72715",""
"Markovo: 187","72714",""
"dəd’èm","72713",""
"dəd’èti","72712",""
"Markovo: 186","72711",""
"svìrkə","72710",""
"nàštə","72709",""
"Markovo: 185","72708",""
"Markovo: 184","72707",""
"m’èni","72706",""
"pəzərùvət","72705",""
"Markovo: 183","72704",""
"ìl’ədi","72703",""
"Markovo: 182","72702",""
"Markovo: 181","72701",""
"Markovo: 180","72700",""
"Markovo: 179","72699",""
"Markovo: 178","72698",""
"bubàek","72697",""
"Markovo: 177","72696",""
"Markovo: 176","72695",""
"Markovo: 175","72694",""
"bònk’e","72693",""
"bubàək","72692",""
"bol","72690",""
"Markovo: 174","72691",""
"Markovo: 173","72689",""
"godèžə","72688",""
"Markovo: 172","72687",""
"s’ètni","72686",""
"gud’èni","72684",""
"Markovo: 171","72685",""
"ə*","72683",""
"prièmi","72682",""
"Markovo: 170","72681",""
"Markovo: 169","72680",""
"zənesɤ̀t","72679",""
"pèru","72677",""
"Markovo: 168","72678",""
"Markovo: 167","72676",""
"zlàtn’i","72675",""
"tùr’ət","72674",""
"Markovo: 166","72673",""
"Markovo: 165","72672",""
"nišàn","72671",""
"rikɤ̀t","72669",""
"Markovo: 164","72670",""
"Markovo: 163","72668",""
"pràt’ət","72667",""
"ər’esəli","72666",""
"momcètu","72664",""
"Markovo: 162","72665",""
"Markovo: 161","72663",""
"v’èč","72662",""
"žènət","72660",""
"Markovo: 160","72661",""
"Markovo: 159","72659",""
"pràštəə","72658",""
"pràšta","72656",""
"Markovo: 158","72657",""
"Markovo: 157","72655",""
"pràt’ət","72654",""
"ar’èsət","72653",""
"Markovo: 156","72652",""
"Markovo: 155","72651",""
"èmi","72650",""
"dvàma","72649",""
"Markovo: 154","72648",""
"Markovo: 153","72647",""
"Markovo: 152","72646",""
"à*","72645",""
"Stalevo 1: 152","72644",""
"Markovo: 151","72643",""
"užèn’ət","72642",""
"Stalevo 1: 151","72641",""
"Stalevo 1: 150","72640",""
"Stalevo 1: 149","72639",""
"Stalevo c","72638",""
"Stalevo 1: 148","72637",""
"Stalevo 1: 147","72636",""
"Stalevo 1: 146","72635",""
"p’ɛ̀j","72634",""
"Stalevo 1: 145","72633",""
"Stalevo 1: 144","72632",""
"tràkəš","72631",""
"bərdɨ̀lu","72629",""
"Stalevo 1: 143","72630",""
"Stalevo 1: 142","72628",""
"gr’èben’ə","72627",""
"gr’èben’","72626",""
"nɨ̀tit’ȅ","72625",""
"nɨ̀ti̥","72624",""
"Stalevo 1: 141","72623",""
"Stalevo 1: 140","72622",""
"nɨ̀t’i̥","72621",""
"Stalevo 1: 139","72620",""
"dvète","72619",""
"krosnòt","72618",""
"Stalevo 1: 138","72617",""
"utpr’è̝š","72616",""
"drùgotu","72615",""
"udz’àt","72614",""
"ənòtu","72613",""
"stənʌ̀","72612",""
"Stalevo 1: 137","72611",""
"krusnòt","72610",""
"krusnò","72609",""
"zànnut","72608",""
"n","72607",""
"Stalevo 1: 136","72606",""
"zàdnoto","72605",""
"Stalevo 1: 135","72604",""
"šìem","72603",""
"platʌ̀","72601",""
"Stalevo 1: 134","72602",""
"tùpət","72600",""
"pr’èdeni","72599",""
"pʌ̀l’ničku","72598",""
"tùpən’t’ȅ","72596",""
"Stalevo 1: 133","72597",""
"dib’èl’t’ȅ","72595",""
"gàštit’ȅ","72594",""
"nìti","72593",""
"č’è̝ter’","72592",""
"Stalevo 1: 132","72591",""
"dìmitnu","72590",""
"lɨ̀tu","72589",""
"s’ɛ̀","72588",""
"t’ kàžə ","72587",""
"tùrɨ̀š","72585",""
"Stalevo 1: 131","72586",""
"navìiš","72584",""
"Trjavna: 80","72583",""
"Trjavna: 79","72582",""
"Trjavna: 78","72581",""
"žɤ̀ltata","72580",""
"torbàta","72579",""
"onàs","72578",""
"Trjavna: 77","72577",""
"màlkutu","72576",""
"rugàtutu","72575",""
"krəsimìra","72574",""
"màja","72572",""
"Trjavna: 76","72573",""
"Trjavna: 75","72571",""
"Trjavna: 74","72570",""
"lìna","72569",""
"Trjavna: 73","72568",""
"lìza","72567",""
"lìn","72566",""
"lìnə","72564",""
"Trjavna: 72","72565",""
"Trjavna: 71","72563",""
"Trjavna: 70","72562",""
"màrta","72561",""
"Trjavna: 69","72560",""
"Trjavna: 68","72559",""
"Trjavna: 67","72558",""
"Trjavna: 66","72557",""
"zimnìčkə","72556",""
"stàičkə","72555",""
"fkɤ̀šti","72554",""
"Trjavna: 65","72553",""
"Trjavna: 64","72552",""
"а̀а","72551",""
"Trjavna: 63","72550",""
"glèəte","72549",""
"Trjavna: 62","72548",""
"onàz","72547",""
"Trjavna: 61","72546",""
"Trjavna: 60","72545",""
"izvìkəš","72544",""
"mərtìna","72542",""
"Trjavna: 59","72543",""
"Trjavna: 58","72541",""
"slùšət","72540",""
"Trjavna: 57","72539",""
"Markovo: 150","72538",""
"Markovo: 149","72537",""
"ubìčat","72536",""
"Markovo: 148","72535",""
"Markovo: 147","72534",""
"šèjə","72533",""
"Markovo: 146","72532",""
"xarèsvat","72531",""
