"Lexeme","LexemeID","Lexical traits","Note"
"отвъден","50888","",""
"забележа","50887","",""
"резервоар","50886","",""
"изключителен","50885","markedly standard lexeme",""
"днеска","50884","",""
"пущам","50883","",""
"пилешки","50882","",""
"стрън","50881","dialectal lexeme",""
"зъбче","50880","",""
"същински","50879","",""
"дувар","50878","Turkish loan",""
"градя","50877","",""
"дуварче","50274","",""
"уху","50273","",""
"принасям","50272","",""
"прибия","50271","",""
"улегна","50270","",""
"зария","50269","",""
"отпадък","50268","",""
"отесам","50267","dialectal lexeme",""
"сташен","50266","",""
"поникна","50265","",""
"пониквам","50264","",""
"напръскам","50263","",""
"прибивам","50262","",""
"мухам","50261","",""
"колендро","50260","Greek loan",""
"залея","50259","",""
"поравня","50258","",""
"опка","50257","dialectal lexeme",""
"асъл","50256","Turkish loan",""
"секретарка","50255","",""
"партиен","50254","markedly standard lexeme",""
"бивш","50253","",""
"вършитба","50252","",""
"нявга","50251","",""
"пръстче","50250","",""
"намуша","50249","",""
"извия","50248","",""
"пръсна","50180","",""
"сборянин","50179","",""
"разнасям","50178","",""
"отбивам","50177","",""
"трици","50176","",""
"агънце","50175","",""
"грижа","50174","",""
"прикяш","50173","Greek loan, dialectal lexeme",""
"единадесет","50172","",""
"поизморя","50171","",""
"пола","50170","",""
"сбирщина","50169","",""
"определя","50168","",""
"подкисна","50149","",""
"набивам","48598","",""
"кремък","48586","",""
"тъкъв","48585","",""
"площадка","48584","",""
"книжа","48058","",""
"чунким","48057","Turkish loan",""
"редица","48056","",""
"карар","48055","Turkish loan, dialectal lexeme",""
"някак","48054","",""
"кръстосам","48053","",""
"довърша","48052","",""
"производител","48051","markedly standard lexeme",""
"шиленце","48050","",""
"изкажа","48049","",""
"натопля","48048","",""
"търкало","48047","dialectal lexeme",""
"квасник","48046","",""
"питка","48044","",""
"сбия","48042","",""
"надигам","48041","",""
"изпочупя","48040","",""
"месило","48039","",""
"топченце","48038","",""
"втасвам","48037","Greek loan",""
"отшилвам","48036","dialectal lexeme",""
"водичка","48035","",""
"замесвам","48034","",""
"Марийка","48033","",""
"вана","48032","",""
"чифчилък","48031","Turkish loan, dialectal lexeme",""
"смел","48030","",""
"извлачвам","48029","",""
"влачарка","48028","",""
"Сандански","48027","",""
"вяхвам","48026","",""
"самар","48025","Turkish loan",""
"спокоен","48024","",""
"счепкам","48023","",""
"заема","48022","",""
"наряд","48021","",""
"ламбичка","48020","",""
"газен","48019","",""
"любовник","48018","",""
"мизерия","48017","",""
"козарка","48016","",""
"съществувам","48015","markedly standard lexeme",""
"проходя","48014","",""
"задяна","48013","",""
"кобила","48012","",""
"пустиняк","48006","",""
"дръвче","44781","",""
"лошота","44780","",""
"подгъна","44779","",""
"бордюрче","44778","",""
"сватя","44777","",""
"поприказвам","44776","",""
"поседя","44775","",""
"шума","44774","",""
"Вера","44773","",""
"еврейче","44772","",""
"християнче","44771","",""
"кьоше","44770","Turkish loan",""
"навътре","44769","",""
"изкланям","44768","",""
"лице","44767","",""
"триячка","44766","dialectal lexeme",""
"кърпичка","44765","",""
"шерве","44764","dialectal lexeme",""
"шамия","44763","Turkish loan, dialectal lexeme",""
"тука","44762","",""
"комбинезон","44761","",""
"текезесе","44760","",""
"трия","44759","",""
"наръка","44758","",""
"произведа","44757","",""
"фиде","44756","Greek loan",""
"наместо","44755","",""
"оризче","44754","",""
"фасулче","44753","",""
"смогна","44752","",""
"пешкир","44751","Turkish loan",""
"вълничка","44750","",""
"пешкирче","44749","",""
"набърже","44748","",""
"наточен","41063","",""
"кумпир","41050","dialectal lexeme",""
"нис","41049","",""
"суган","41048","Turkish loan, dialectal lexeme",""
"стъргало","41046","",""
"ренде","41047","Turkish loan",""
"кумпирен","41045","dialectal lexeme",""
"Рачка","40492","",""
"Плевенски","40491","",""
"Гюлянци","40490","",""
"мали","40358","",""
"моме","40353","",""
"отбягам","40261","",""
"гюбре","40260","Turkish loan",""
"рипна","40259","",""
"балконче","40258","",""
"убре","40257","",""
"зобя","40256","",""
"навивам","40255","",""
"халка","40254","Turkish loan",""
"додека","40253","dialectal lexeme",""
"комай","40252","",""
"гумно","40251","",""
"Дорчо","40250","",""
"Горчо","40249","",""
"иху","40248","",""
"задгробен","40247","",""
"погледам","40246","",""
"ад","40245","",""
"помръзна","40244","",""
"курорт","40243","",""
"мълза","40242","dialectal lexeme",""
"командир","40241","",""
"гаждам","40240","dialectal lexeme",""
"мечка","40239","",""
"търлясвам","40238","dialectal lexeme",""
"пристигам","40237","",""
"дека","40236","dialectal lexeme",""
"изпиша","40235","",""
"притрупам","40234","",""
"обграда","40233","dialectal lexeme",""
"поскътам","40232","",""
"харча","40231","Turkish loan",""
"закопая","40230","",""
"мра","40229","",""
"прочета","40228","",""
"съвест","40227","",""
"движа","40226","",""
"отровя","40225","",""
"Цеко","40224","",""
"застана","40223","",""
"домакин","40222","",""
"фелдфебел","40221","",""
"награда","40220","",""
"позабера","40219","",""
"препитавам","40218","",""
"лизгар","40217","Greek loan, dialectal lexeme",""
"дикел","40216","Greek loan",""
"земеделски","40215","compound",""
"копар","40214","dialectal lexeme",""
"едва","40213","",""
"тропика","40212","folk etymology",""
"малария","40211","",""
"закъсам","40210","",""
"болест","40209","",""
"извивам","40208","",""
"помятам","40207","",""
"дяна","40206","",""
"положение","40205","",""
"случа","40204","",""
"коря","40203","",""
"одимам","40202","dialectal lexeme",""
"конен","40201","",""
"кавалерист","40200","",""
"Брезник","40199","",""
"кафен","40198","",""
"белка","40197","",""
"керемида","40196","Greek loan",""
"черница","40195","",""
"катеря","40194","",""
"капан","40193","Turkish loan",""
"лъщя","40192","",""
"вампир","40191","",""
"крило","40190","",""
"зебелязвам","40189","",""
"изсера","40188","",""
"прехвърля","40187","",""
"нощен","40186","",""
"пор","40185","",""
"отърчам","40184","dialectal lexeme",""
"погна","40183","",""
"свинче","40182","",""
"пущя","40181","",""
"нетвърд","40180","",""
"спрямо","40179","",""
"залепя","40178","",""
"изчиствам","40177","",""
"измитам","40176","",""
